SiteId,WsWaIdx,DateHrGmt,DateHrLwt,Tsfc_F,Tdew_F,Twet_F,Rh_PCT,Psfc_MB,CldCov_PCT,Twc_F,Tapp_F,Spd_KTS,Dir_DEG,PcpPrevHr_IN,DnSol_WsqM,DiffHorz_WsqM,DirNormIr_WsqM,Spd_MPH
Madrid History 2012,581525,2012-01-08-18,2012-01-08-19,49.5,27.0,38.9,41,942.8,0,49.5,49.5,1,360,0.00,0,0,0,1
Madrid History 2012,581525,2012-01-08-19,2012-01-08-20,48.7,26.8,39.0,42,942.8,0,46.8,46.8,4,0,0.00,0,0,0,5
Madrid History 2012,581525,2012-01-08-20,2012-01-08-21,41.4,30.2,36.2,64,940.4,0,36.4,36.4,7,350,0.00,0,0,0,8
Madrid History 2012,581525,2012-01-08-21,2012-01-08-22,40.7,30.7,35.0,67,940.9,0,35.1,35.1,8,0,0.00,0,0,0,9
Madrid History 2012,581525,2012-01-08-22,2012-01-08-23,39.7,30.9,35.5,71,941.1,0,34.2,34.2,7,0,0.00,0,0,0,8
Madrid History 2012,581525,2012-01-08-23,2012-01-09-00,38.7,31.0,34.2,74,941.2,0,33.4,33.4,6,0,0.00,0,0,0,7
Madrid History 2012,581525,2012-01-09-00,2012-01-09-01,37.9,30.8,34.4,76,941.2,1,32.9,32.9,6,0,0.00,0,0,0,7
Madrid History 2012,581525,2012-01-09-01,2012-01-09-02,36.9,30.0,32.7,76,941.4,2,31.9,31.9,5,0,0.00,0,0,0,6
Madrid History 2012,581525,2012-01-09-02,2012-01-09-03,36.7,29.7,32.7,76,941.4,1,31.4,31.4,6,0,0.00,0,0,0,7
Madrid History 2012,581525,2012-01-09-03,2012-01-09-04,36.5,29.3,32.7,76,941.3,1,31.0,31.0,6,0,0.00,0,0,0,7
Madrid History 2012,581525,2012-01-09-04,2012-01-09-05,36.0,28.9,32.7,76,941.1,1,30.5,30.5,6,0,0.00,0,0,0,7
Madrid History 2012,581525,2012-01-09-05,2012-01-09-06,35.5,28.5,31.2,76,941.0,1,30.1,30.1,6,0,0.00,0,0,0,7
Madrid History 2012,581525,2012-01-09-06,2012-01-09-07,34.9,28.1,31.2,76,941.1,2,29.7,29.7,5,0,0.00,0,0,0,6
Madrid History 2012,581525,2012-01-09-07,2012-01-09-08,34.5,26.6,30.9,73,940.8,2,29.3,29.3,5,360,0.00,0,0,0,6
Madrid History 2012,581525,2012-01-09-08,2012-01-09-09,46.1,15.2,33.9,28,942.9,2,45.9,45.9,2,0,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-09-09,2012-01-09-10,46.4,15.1,35.2,28,943.0,2,46.4,46.4,2,310,0.00,84,43,312,2
Madrid History 2012,581525,2012-01-09-10,2012-01-09-11,50.0,18.5,37.9,28,943.9,2,50.0,50.0,2,0,0.00,240,54,683,2
Madrid History 2012,581525,2012-01-09-11,2012-01-09-12,52.9,20.3,39.3,28,943.5,2,52.9,52.9,2,60,0.00,370,62,814,2
Madrid History 2012,581525,2012-01-09-12,2012-01-09-13,53.6,26.7,42.0,35,944.7,1,53.6,53.6,2,40,0.00,453,67,873,2
Madrid History 2012,581525,2012-01-09-13,2012-01-09-14,55.0,27.6,42.0,35,943.9,1,55.0,55.0,1,50,0.00,484,70,899,1
Madrid History 2012,581525,2012-01-09-14,2012-01-09-15,55.1,29.0,42.4,37,943.3,1,55.1,55.1,2,60,0.00,450,71,881,2
Madrid History 2012,581525,2012-01-09-15,2012-01-09-16,55.2,25.4,41.2,31,942.9,0,55.2,55.2,2,170,0.00,360,69,823,2
Madrid History 2012,581525,2012-01-09-16,2012-01-09-17,44.7,31.7,38.9,60,942.8,0,44.5,44.5,2,150,0.00,225,61,693,2
Madrid History 2012,581525,2012-01-09-17,2012-01-09-18,41.7,30.7,36.4,65,942.9,0,41.4,41.4,2,140,0.00,69,35,380,2
Madrid History 2012,581525,2012-01-09-18,2012-01-09-19,39.0,29.6,33.6,69,943.0,0,39.0,39.0,1,150,0.00,0,0,0,1
Madrid History 2012,581525,2012-01-09-19,2012-01-09-20,47.5,23.8,37.1,39,944.8,0,47.5,47.5,2,90,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-09-20,2012-01-09-21,35.7,29.7,33.1,79,942.3,0,35.5,35.5,2,90,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-09-21,2012-01-09-22,34.8,28.9,31.5,79,942.7,0,34.5,34.5,2,90,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-09-22,2012-01-09-23,34.5,28.4,31.4,78,943.0,0,32.7,32.7,2,90,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-09-23,2012-01-10-00,34.2,28.0,31.4,78,943.2,0,31.5,31.5,3,90,0.00,0,0,0,3
Madrid History 2012,581525,2012-01-10-00,2012-01-10-01,33.7,27.5,29.8,78,943.4,0,30.5,30.5,3,90,0.00,0,0,0,3
Madrid History 2012,581525,2012-01-10-01,2012-01-10-02,31.5,25.8,30.0,80,943.4,0,28.2,28.2,3,100,0.00,0,0,0,3
Madrid History 2012,581525,2012-01-10-02,2012-01-10-03,30.9,25.5,30.1,81,943.6,0,27.7,27.7,3,90,0.00,0,0,0,3
Madrid History 2012,581525,2012-01-10-03,2012-01-10-04,30.6,25.5,30.1,81,943.6,1,27.2,27.2,3,80,0.00,0,0,0,3
Madrid History 2012,581525,2012-01-10-04,2012-01-10-05,30.7,25.5,30.1,81,943.4,3,26.8,26.8,3,70,0.00,0,0,0,3
Madrid History 2012,581525,2012-01-10-05,2012-01-10-06,31.0,25.6,30.1,81,943.3,12,26.6,26.6,4,60,0.00,0,0,0,5
Madrid History 2012,581525,2012-01-10-06,2012-01-10-07,31.0,25.5,30.0,80,943.3,14,26.4,26.4,4,60,0.00,0,0,0,5
Madrid History 2012,581525,2012-01-10-07,2012-01-10-08,31.2,25.3,29.9,79,943.4,18,26.2,26.2,4,40,0.00,0,0,0,5
Madrid History 2012,581525,2012-01-10-08,2012-01-10-09,39.2,24.8,31.9,56,945.7,17,38.4,38.4,2,0,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-10-09,2012-01-10-10,45.2,25.1,36.6,45,945.6,12,45.2,45.2,2,20,0.00,82,44,288,2
Madrid History 2012,581525,2012-01-10-10,2012-01-10-11,46.5,28.3,38.7,49,946.7,10,46.5,46.5,2,90,0.00,238,55,667,2
Madrid History 2012,581525,2012-01-10-11,2012-01-10-12,48.7,29.0,39.7,46,945.9,8,48.0,48.0,3,110,0.00,369,62,806,3
Madrid History 2012,581525,2012-01-10-12,2012-01-10-13,50.0,29.9,39.7,46,946.6,9,48.5,48.5,4,110,0.00,452,67,867,5
Madrid History 2012,581525,2012-01-10-13,2012-01-10-14,50.0,28.3,40.7,43,945.6,9,48.5,48.5,4,140,0.00,481,68,891,5
Madrid History 2012,581525,2012-01-10-14,2012-01-10-15,50.1,28.5,40.7,43,944.7,11,49.0,49.0,3,130,0.00,448,68,878,3
Madrid History 2012,581525,2012-01-10-15,2012-01-10-16,45.7,31.2,38.4,57,944.3,7,45.7,45.7,2,150,0.00,360,67,821,2
Madrid History 2012,581525,2012-01-10-16,2012-01-10-17,49.2,28.7,39.5,45,944.8,9,47.7,47.7,4,140,0.00,226,59,695,5
Madrid History 2012,581525,2012-01-10-17,2012-01-10-18,47.4,28.5,38.6,48,944.8,9,45.7,45.7,4,140,0.00,70,35,378,5
Madrid History 2012,581525,2012-01-10-18,2012-01-10-19,44.6,28.5,36.3,53,944.4,10,42.7,42.7,3,160,0.00,0,0,0,3
Madrid History 2012,581525,2012-01-10-19,2012-01-10-20,40.5,25.0,33.3,54,945.6,13,37.6,37.6,4,0,0.00,0,0,0,5
Madrid History 2012,581525,2012-01-10-20,2012-01-10-21,32.3,26.4,29.9,79,942.4,11,32.3,32.3,1,0,0.00,0,0,0,1
Madrid History 2012,581525,2012-01-10-21,2012-01-10-22,32.2,26.2,29.8,78,942.6,12,31.5,31.5,2,20,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-10-22,2012-01-10-23,32.0,25.8,29.8,78,942.8,11,30.6,30.6,2,50,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-10-23,2012-01-11-00,31.4,25.1,29.8,78,942.9,14,29.4,29.4,2,70,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-11-00,2012-01-11-01,31.2,25.0,29.8,78,943.1,26,28.7,28.7,2,70,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-11-01,2012-01-11-02,32.5,26.1,29.7,77,943.1,23,27.9,27.9,4,50,0.00,0,0,0,5
Madrid History 2012,581525,2012-01-11-02,2012-01-11-03,31.9,25.7,29.8,78,943.1,13,27.4,27.4,4,50,0.00,0,0,0,5
Madrid History 2012,581525,2012-01-11-03,2012-01-11-04,31.3,25.2,29.8,78,943.0,23,27.0,27.0,4,50,0.00,0,0,0,5
Madrid History 2012,581525,2012-01-11-04,2012-01-11-05,31.4,25.3,29.8,78,942.9,34,26.9,26.9,4,50,0.00,0,0,0,5
Madrid History 2012,581525,2012-01-11-05,2012-01-11-06,31.5,25.4,29.8,78,942.8,56,26.9,26.9,4,50,0.00,0,0,0,5
Madrid History 2012,581525,2012-01-11-06,2012-01-11-07,31.6,25.4,29.8,78,942.9,71,27.0,27.0,4,50,0.00,0,0,0,5
Madrid History 2012,581525,2012-01-11-07,2012-01-11-08,30.5,23.3,29.5,75,943.5,70,26.1,26.1,4,50,0.00,0,0,0,5
Madrid History 2012,581525,2012-01-11-08,2012-01-11-09,39.1,26.4,32.4,60,945.7,65,38.3,38.3,2,0,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-11-09,2012-01-11-10,41.2,31.6,36.9,69,946.7,59,41.2,41.2,1,0,0.00,75,47,214,1
Madrid History 2012,581525,2012-01-11-10,2012-01-11-11,45.1,31.9,38.9,60,946.2,53,45.1,45.1,1,70,0.00,227,64,594,1
Madrid History 2012,581525,2012-01-11-11,2012-01-11-12,48.2,31.5,39.2,52,945.6,52,48.2,48.2,2,110,0.00,362,65,778,2
Madrid History 2012,581525,2012-01-11-12,2012-01-11-13,50.0,24.4,39.4,36,944.2,53,49.4,49.4,3,90,0.00,448,67,852,3
Madrid History 2012,581525,2012-01-11-13,2012-01-11-14,51.8,33.4,43.2,49,946.6,47,51.8,51.8,2,0,0.00,475,90,828,2
Madrid History 2012,581525,2012-01-11-14,2012-01-11-15,51.8,33.4,43.2,49,945.6,48,50.0,50.0,5,140,0.00,446,89,820,6
Madrid History 2012,581525,2012-01-11-15,2012-01-11-16,46.8,33.8,40.6,61,945.4,40,45.6,45.6,3,140,0.00,358,82,766,3
Madrid History 2012,581525,2012-01-11-16,2012-01-11-17,52.7,27.3,41.0,37,945.6,32,52.5,52.5,3,160,0.00,226,57,694,3
Madrid History 2012,581525,2012-01-11-17,2012-01-11-18,48.4,26.6,39.0,42,945.6,18,48.4,48.4,2,130,0.00,72,36,375,2
Madrid History 2012,581525,2012-01-11-18,2012-01-11-19,47.6,23.6,37.1,39,945.7,8,47.6,47.6,1,0,0.00,0,0,0,1
Madrid History 2012,581525,2012-01-11-19,2012-01-11-20,45.8,21.9,35.5,38,945.7,1,44.6,44.6,3,20,0.00,0,0,0,3
Madrid History 2012,581525,2012-01-11-20,2012-01-11-21,35.1,27.7,31.0,74,943.2,1,31.7,31.7,3,80,0.00,0,0,0,3
Madrid History 2012,581525,2012-01-11-21,2012-01-11-22,35.5,27.3,30.8,72,943.4,2,31.2,31.2,4,100,0.00,0,0,0,5
Madrid History 2012,581525,2012-01-11-22,2012-01-11-23,34.4,27.9,31.3,77,943.7,3,30.1,30.1,4,100,0.00,0,0,0,5
Madrid History 2012,581525,2012-01-11-23,2012-01-12-00,33.1,28.1,30.2,82,943.9,9,29.1,29.1,4,90,0.00,0,0,0,5
Madrid History 2012,581525,2012-01-12-00,2012-01-12-01,31.9,27.9,30.5,85,944.0,11,28.4,28.4,3,80,0.00,0,0,0,3
Madrid History 2012,581525,2012-01-12-01,2012-01-12-02,30.7,27.0,30.6,86,944.0,8,27.5,27.5,3,60,0.00,0,0,0,3
Madrid History 2012,581525,2012-01-12-02,2012-01-12-03,30.3,27.0,30.8,88,943.5,9,27.1,27.1,3,70,0.00,0,0,0,3
Madrid History 2012,581525,2012-01-12-03,2012-01-12-04,29.7,26.7,29.1,89,943.0,6,26.7,26.7,3,70,0.00,0,0,0,3
Madrid History 2012,581525,2012-01-12-04,2012-01-12-05,29.0,26.3,29.2,90,943.1,0,26.5,26.5,2,90,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-12-05,2012-01-12-06,28.7,26.3,29.3,91,943.1,7,26.1,26.1,2,100,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-12-06,2012-01-12-07,28.4,26.3,29.4,92,943.3,15,25.6,25.6,2,100,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-12-07,2012-01-12-08,27.1,25.0,27.6,92,943.9,41,26.2,26.2,2,80,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-12-08,2012-01-12-09,35.2,29.9,31.8,81,944.0,62,33.9,33.9,2,90,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-12-09,2012-01-12-10,35.8,31.8,33.9,86,946.7,71,34.3,34.3,2,100,0.00,71,48,171,2
Madrid History 2012,581525,2012-01-12-10,2012-01-12-11,39.3,33.6,36.7,80,946.7,83,39.3,39.3,1,0,0.00,193,109,303,1
Madrid History 2012,581525,2012-01-12-11,2012-01-12-12,41.1,33.7,37.7,75,946.6,80,39.2,39.2,3,190,0.00,301,161,365,3
Madrid History 2012,581525,2012-01-12-12,2012-01-12-13,43.0,33.5,38.6,69,946.2,62,40.2,40.2,4,220,0.00,397,170,505,5
Madrid History 2012,581525,2012-01-12-13,2012-01-12-14,44.7,33.6,39.6,65,944.9,70,43.2,43.2,3,220,0.00,465,91,799,3
Madrid History 2012,581525,2012-01-12-14,2012-01-12-15,46.4,35.4,39.6,65,945.6,98,43.6,43.6,5,210,0.00,422,89,760,6
Madrid History 2012,581525,2012-01-12-15,2012-01-12-16,42.8,35.7,39.5,76,945.2,101,39.8,39.8,4,200,0.00,233,158,208,5
Madrid History 2012,581525,2012-01-12-16,2012-01-12-17,47.6,35.4,40.9,63,944.8,94,45.8,45.8,4,190,0.00,123,102,83,5
Madrid History 2012,581525,2012-01-12-17,2012-01-12-18,36.3,32.4,33.9,86,942.6,94,36.3,36.3,1,170,0.00,42,37,46,1
Madrid History 2012,581525,2012-01-12-18,2012-01-12-19,40.7,32.0,35.5,71,944.8,92,40.2,40.2,2,0,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-12-19,2012-01-12-20,39.9,31.9,35.8,73,944.1,91,38.7,38.7,2,10,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-12-20,2012-01-12-21,35.6,32.0,32.2,87,942.4,87,34.9,34.9,2,50,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-12-21,2012-01-12-22,34.6,30.5,32.0,85,942.2,87,32.6,32.6,2,50,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-12-22,2012-01-12-23,32.8,29.3,30.7,87,942.2,94,31.6,31.6,2,60,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-12-23,2012-01-13-00,32.6,28.9,30.7,87,942.2,91,32.0,32.0,2,50,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-13-00,2012-01-13-01,32.9,29.2,30.7,87,942.1,88,32.0,32.0,2,30,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-13-01,2012-01-13-02,33.1,29.2,30.6,86,942.2,82,30.3,30.3,3,350,0.00,0,0,0,3
Madrid History 2012,581525,2012-01-13-02,2012-01-13-03,31.3,28.1,30.8,88,941.7,62,28.6,28.6,3,0,0.00,0,0,0,3
Madrid History 2012,581525,2012-01-13-03,2012-01-13-04,30.5,27.3,30.8,88,941.2,74,27.9,27.9,2,10,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-13-04,2012-01-13-05,31.0,27.7,30.8,88,940.9,92,28.2,28.2,3,10,0.00,0,0,0,3
Madrid History 2012,581525,2012-01-13-05,2012-01-13-06,31.4,28.0,30.8,88,940.7,98,28.6,28.6,3,20,0.00,0,0,0,3
Madrid History 2012,581525,2012-01-13-06,2012-01-13-07,31.9,28.4,30.7,87,940.9,99,29.3,29.3,3,20,0.00,0,0,0,3
Madrid History 2012,581525,2012-01-13-07,2012-01-13-08,32.7,27.9,30.3,83,941.3,99,29.1,29.1,3,20,0.00,0,0,0,3
Madrid History 2012,581525,2012-01-13-08,2012-01-13-09,37.4,33.4,35.7,86,942.9,100,36.2,36.2,2,0,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-13-09,2012-01-13-10,39.2,31.8,36.0,75,942.9,101,37.0,37.0,3,50,0.00,32,32,0,3
Madrid History 2012,581525,2012-01-13-10,2012-01-13-11,39.4,31.8,36.0,75,943.8,100,39.4,39.4,1,0,0.00,94,94,0,1
Madrid History 2012,581525,2012-01-13-11,2012-01-13-12,39.5,33.6,36.7,80,943.8,99,38.9,38.9,2,320,0.00,171,163,21,2
Madrid History 2012,581525,2012-01-13-12,2012-01-13-13,41.4,33.8,37.7,75,942.6,98,41.4,41.4,2,250,0.00,263,217,103,2
Madrid History 2012,581525,2012-01-13-13,2012-01-13-14,46.4,33.6,40.6,61,942.0,98,46.4,46.4,2,340,0.00,309,234,159,2
Madrid History 2012,581525,2012-01-13-14,2012-01-13-15,46.5,33.6,40.6,61,940.9,100,46.5,46.5,2,320,0.00,305,216,200,2
Madrid History 2012,581525,2012-01-13-15,2012-01-13-16,42.9,33.7,38.7,70,941.1,93,38.9,38.9,6,100,0.00,243,172,193,7
Madrid History 2012,581525,2012-01-13-16,2012-01-13-17,35.4,32.3,32.4,89,940.7,93,30.6,30.6,5,100,0.00,159,101,234,6
Madrid History 2012,581525,2012-01-13-17,2012-01-13-18,40.6,33.5,36.1,76,941.1,87,37.6,37.6,4,100,0.00,57,38,190,5
Madrid History 2012,581525,2012-01-13-18,2012-01-13-19,40.6,33.5,36.1,76,941.1,79,40.6,40.6,1,0,0.00,0,0,0,1
Madrid History 2012,581525,2012-01-13-19,2012-01-13-20,38.9,33.5,35.1,81,940.1,78,34.8,34.8,5,330,0.00,0,0,0,6
Madrid History 2012,581525,2012-01-13-20,2012-01-13-21,32.5,29.1,30.7,87,938.3,68,32.5,32.5,1,30,0.00,0,0,0,1
Madrid History 2012,581525,2012-01-13-21,2012-01-13-22,31.9,28.4,30.7,87,938.2,35,31.6,31.6,1,30,0.00,0,0,0,1
Madrid History 2012,581525,2012-01-13-22,2012-01-13-23,30.7,27.3,30.7,87,938.2,4,30.7,30.7,1,30,0.00,0,0,0,1
Madrid History 2012,581525,2012-01-13-23,2012-01-14-00,30.0,26.6,29.0,87,938.2,5,30.0,30.0,0,50,0.00,0,0,0,0
Madrid History 2012,581525,2012-01-14-00,2012-01-14-01,29.6,26.2,29.0,88,938.0,2,29.6,29.6,1,200,0.00,0,0,0,1
Madrid History 2012,581525,2012-01-14-01,2012-01-14-02,29.6,26.2,29.0,88,937.1,5,28.9,28.9,1,240,0.00,0,0,0,1
Madrid History 2012,581525,2012-01-14-02,2012-01-14-03,29.4,26.1,29.0,88,936.7,9,28.5,28.5,2,270,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-14-03,2012-01-14-04,29.3,25.9,29.0,88,936.4,9,28.3,28.3,2,300,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-14-04,2012-01-14-05,28.8,25.6,29.0,88,936.2,5,28.1,28.1,1,320,0.00,0,0,0,1
Madrid History 2012,581525,2012-01-14-05,2012-01-14-06,28.4,25.2,29.0,88,936.1,11,27.7,27.7,1,320,0.00,0,0,0,1
Madrid History 2012,581525,2012-01-14-06,2012-01-14-07,28.2,24.9,27.3,88,936.0,10,27.7,27.7,1,310,0.00,0,0,0,1
Madrid History 2012,581525,2012-01-14-07,2012-01-14-08,28.0,24.5,27.2,87,935.7,16,26.0,26.0,2,290,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-14-08,2012-01-14-09,29.4,25.3,28.8,85,935.5,29,28.0,28.0,2,310,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-14-09,2012-01-14-10,32.5,31.8,31.8,98,937.3,33,31.3,31.3,2,270,0.00,80,47,239,2
Madrid History 2012,581525,2012-01-14-10,2012-01-14-11,36.1,35.3,35.3,98,937.3,38,36.1,36.1,1,350,0.00,225,79,526,1
Madrid History 2012,581525,2012-01-14-11,2012-01-14-12,39.6,33.6,36.5,79,938.3,28,39.6,39.6,1,280,0.00,352,91,675,1
Madrid History 2012,581525,2012-01-14-12,2012-01-14-13,41.3,33.5,37.6,74,938.2,11,41.3,41.3,1,350,0.00,445,90,782,1
Madrid History 2012,581525,2012-01-14-13,2012-01-14-14,43.5,34.2,38.7,70,937.0,3,43.5,43.5,2,290,0.00,480,90,823,2
Madrid History 2012,581525,2012-01-14-14,2012-01-14-15,39.6,33.6,36.5,79,936.4,3,37.6,37.6,3,190,0.00,451,88,818,3
Madrid History 2012,581525,2012-01-14-15,2012-01-14-16,38.6,33.4,35.2,82,936.3,2,36.8,36.8,3,180,0.00,365,81,770,3
Madrid History 2012,581525,2012-01-14-16,2012-01-14-17,31.7,29.7,31.3,93,936.3,0,29.1,29.1,3,210,0.00,234,55,704,3
Madrid History 2012,581525,2012-01-14-17,2012-01-14-18,30.3,28.0,31.2,92,936.1,1,27.8,27.8,2,240,0.00,80,39,388,2
Madrid History 2012,581525,2012-01-14-18,2012-01-14-19,29.7,27.3,29.3,91,935.6,1,27.7,27.7,2,210,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-14-19,2012-01-14-20,38.8,31.7,34.4,76,936.4,0,38.8,38.8,1,350,0.00,0,0,0,1
Madrid History 2012,581525,2012-01-14-20,2012-01-14-21,32.1,28.7,30.7,87,934.8,0,28.5,28.5,3,270,0.00,0,0,0,3
Madrid History 2012,581525,2012-01-14-21,2012-01-14-22,31.6,28.3,30.8,88,934.8,1,28.0,28.0,3,280,0.00,0,0,0,3
Madrid History 2012,581525,2012-01-14-22,2012-01-14-23,30.9,27.8,30.9,89,934.8,1,27.6,27.6,3,290,0.00,0,0,0,3
Madrid History 2012,581525,2012-01-14-23,2012-01-15-00,30.5,27.5,30.9,89,934.9,1,27.3,27.3,3,290,0.00,0,0,0,3
Madrid History 2012,581525,2012-01-15-00,2012-01-15-01,30.0,27.1,29.1,89,934.8,17,26.8,26.8,3,290,0.00,0,0,0,3
Madrid History 2012,581525,2012-01-15-01,2012-01-15-02,28.7,26.2,29.3,91,934.5,28,26.4,26.4,2,270,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-15-02,2012-01-15-03,27.9,25.8,27.6,92,934.2,37,26.4,26.4,2,240,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-15-03,2012-01-15-04,27.8,25.9,27.7,93,933.9,53,25.7,25.7,2,220,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-15-04,2012-01-15-05,28.7,27.0,29.6,94,934.0,74,25.8,25.8,3,210,0.00,0,0,0,3
Madrid History 2012,581525,2012-01-15-05,2012-01-15-06,29.4,27.9,29.7,95,933.8,94,26.4,26.4,3,210,0.00,0,0,0,3
Madrid History 2012,581525,2012-01-15-06,2012-01-15-07,30.5,29.2,31.5,95,933.6,97,27.6,27.6,3,210,0.00,0,0,0,3
Madrid History 2012,581525,2012-01-15-07,2012-01-15-08,31.8,30.4,31.5,95,933.4,95,29.6,29.6,2,200,0.02,0,0,0,2
Madrid History 2012,581525,2012-01-15-08,2012-01-15-09,32.5,31.4,31.6,96,933.3,94,32.2,32.2,1,190,0.01,0,0,0,1
Madrid History 2012,581525,2012-01-15-09,2012-01-15-10,35.5,32.9,32.6,90,933.4,84,34.1,34.1,2,210,0.00,32,32,0,2
Madrid History 2012,581525,2012-01-15-10,2012-01-15-11,38.2,34.2,35.7,86,933.2,85,35.5,35.5,3,210,0.00,108,105,11,3
Madrid History 2012,581525,2012-01-15-11,2012-01-15-12,35.9,35.5,35.4,99,935.5,92,35.1,35.1,2,90,0.00,186,169,43,2
Madrid History 2012,581525,2012-01-15-12,2012-01-15-13,34.2,33.8,33.5,99,935.4,89,31.3,31.3,3,160,0.00,249,214,77,3
Madrid History 2012,581525,2012-01-15-13,2012-01-15-14,36.7,35.3,34.9,95,933.9,96,31.3,31.3,6,180,0.00,330,219,233,7
Madrid History 2012,581525,2012-01-15-14,2012-01-15-15,35.9,35.6,35.4,99,933.5,99,35.9,35.9,1,360,0.00,295,205,200,1
Madrid History 2012,581525,2012-01-15-15,2012-01-15-16,35.5,34.8,33.4,98,932.8,98,35.5,35.5,1,360,0.00,108,108,0,1
Madrid History 2012,581525,2012-01-15-16,2012-01-15-17,35.7,35.5,35.5,100,932.7,102,33.1,33.1,3,120,0.00,62,62,0,3
Madrid History 2012,581525,2012-01-15-17,2012-01-15-18,35.7,35.5,35.5,100,932.6,97,34.0,34.0,2,140,0.00,22,22,0,2
Madrid History 2012,581525,2012-01-15-18,2012-01-15-19,35.3,35.1,33.6,100,932.2,100,34.0,34.0,2,130,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-15-19,2012-01-15-20,35.6,35.4,35.4,99,931.6,100,35.5,35.5,1,170,0.01,0,0,0,1
Madrid History 2012,581525,2012-01-15-20,2012-01-15-21,36.6,36.0,35.3,98,929.8,98,34.1,34.1,3,210,0.01,0,0,0,3
Madrid History 2012,581525,2012-01-15-21,2012-01-15-22,36.2,35.7,35.3,98,929.7,97,34.5,34.5,2,210,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-15-22,2012-01-15-23,35.5,35.0,33.5,99,929.5,92,34.1,34.1,2,210,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-15-23,2012-01-16-00,34.8,34.3,33.5,99,929.2,93,33.7,33.7,2,230,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-16-00,2012-01-16-01,34.5,34.0,33.5,99,928.7,96,34.2,34.2,2,240,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-16-01,2012-01-16-02,34.9,34.3,33.4,98,927.4,98,34.9,34.9,1,310,0.01,0,0,0,1
Madrid History 2012,581525,2012-01-16-02,2012-01-16-03,35.4,34.6,33.3,97,927.0,100,34.5,34.5,2,310,0.00,0,0,0,2
Madrid History 2012,581525,2012-01-16-03,2012-01-16-04,35.8,34.8,35.1,97,926.8,100,33.7,33.7,3,310,0.00,0,0,0,3
Madrid History 2012,581525,2012-01-16-04,2012-01-16-05,35.8,34.5,34.9,95,926.6,100,32.2,32.2,4,310,0.00,0,0,0,5
Madrid History 2012,581525,2012-01-16-05,2012-01-16-06,35.5,33.9,33.0,94,926.4,99,30.9,30.9,5,320,0.00,0,0,0,6
Madrid History 2012,581525,2012-01-16-06,2012-01-16-07,34.4,32.8,33.0,94,926.4,97,29.2,29.2,5,320,0.00,0,0,0,6
Madrid History 2012,581525,2012-01-16-07,2012-01-16-08,32.9,31.2,31.4,94,926.3,99,28.1,28.1,4,330,0.00,0,0,0,5
Madrid History 2012,581525,2012-01-16-08,2012-01-16-09,33.6,31.0,31.0,90,926.6,98,28.1,28.1,5,340,0.00,0,0,0,6
Madrid History 2012,581525,2012-01-16-09,2012-01-16-10,35.8,31.0,33.5,83,926.9,95,30.4,30.4,6,340,0.00,50,48,18,7
Madrid History 2012,581525,2012-01-16-10,2012-01-16-11,34.1,33.6,33.4,98,928.9,93,34.1,34.1,1,360,0.00,155,126,103,1
Madrid History 2012,581525,2012-01-16-11,2012-01-16-12,35.9,35.4,35.3,98,928.9,91,32.7,32.7,3,10,0.00,270,170,257,3
Madrid History 2012,581525,2012-01-16-12,2012-01-16-13,37.6,33.6,35.7,86,928.9,96,37.6,37.6,1,0,0.00,345,212,290,1
